timestamp,signal_strength,attention,meditation,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,high_gamma
2024-06-27 15:41:16.509,200,0,0,1079665,258372,18926,41704,16080,163341,3744,480395
2024-06-27 15:41:17.497,200,0,0,60426,32307,17212,23457,2297,14357,1057,86337
2024-06-27 15:41:18.503,200,0,0,1278445,1059455,73088,130333,44837,168305,12645,1181904
2024-06-27 15:41:19.497,200,0,0,1359961,1674582,540448,98156,92972,111376,13003,1360738
2024-06-27 15:41:20.487,200,0,0,878814,257363,41227,23645,12723,92013,1154,314670
2024-06-27 15:41:21.489,200,0,0,1371654,1182451,302543,123118,112999,197199,7078,1262060
2024-06-27 15:41:22.477,200,0,0,353884,725038,56388,45858,10453,35290,8351,208525
2024-06-27 15:41:23.472,200,0,0,783570,556840,5526,75919,2412,271503,14650,399294
2024-06-27 15:41:24.469,200,0,0,1585005,134138,27684,47970,7723,156552,6927,416702
2024-06-27 15:41:25.463,200,0,0,632933,623592,56261,94311,2846,229480,9000,462357
2024-06-27 15:41:26.456,200,0,0,40813,118483,11085,20364,5000,22924,4078,106064
2024-06-27 15:41:27.454,200,0,0,946633,653268,3908,126891,2903,291380,16257,505516
2024-06-27 15:41:28.454,200,0,0,1958013,979236,70840,482036,15274,469570,105030,2101277
2024-06-27 15:41:29.449,200,0,0,567129,2017221,342468,391846,20809,564899,42403,2135412
2024-06-27 15:41:30.440,200,0,0,535826,884983,45480,231285,25932,121625,4131,620982
2024-06-27 15:41:31.429,200,0,0,927727,47374,3251,39016,921,39514,1560,142132
2024-06-27 15:41:32.431,200,0,0,670988,1245010,60666,128819,6870,155677,6770,555315
2024-06-27 15:41:33.425,200,0,0,759225,477380,8941,19200,13672,329995,12426,488759
2024-06-27 15:41:34.416,200,0,0,172360,51985,2951,35077,3089,52435,3479,130176
2024-06-27 15:41:35.416,200,0,0,786561,554929,85470,226659,23915,159709,8440,524432
2024-06-27 15:41:36.412,200,0,0,1612095,248975,18651,150396,10115,75313,15544,498118
2024-06-27 15:41:37.401,200,0,0,165213,48692,2867,22776,1641,40356,1857,129645
2024-06-27 15:41:38.400,200,0,0,77487,758746,13982,116746,2702,304514,19071,488076
2024-06-27 15:41:39.390,200,0,0,31108,251553,5010,66333,2937,32435,367,134340
2024-06-27 15:41:40.385,200,0,0,27521,366897,6132,89131,2061,34895,366,147944
2024-06-27 15:41:41.381,200,0,0,24322,167896,9908,34144,8562,25501,5002,119744
2024-06-27 15:41:42.375,200,0,0,52463,66600,7418,28822,6066,35982,3407,120962
2024-06-27 15:41:43.376,200,0,0,829707,666333,32770,38166,5308,291368,11940,497148
2024-06-27 15:41:44.370,200,0,0,595395,220417,133188,32194,36564,86093,4357,541387
2024-06-27 15:41:45.369,200,0,0,2950488,510057,317595,67779,87083,183698,22876,1381648
2024-06-27 15:41:46.361,200,0,0,246564,550264,26891,25815,13268,149960,5082,332919
2024-06-27 15:41:47.358,200,0,0,1709177,131602,61604,34412,11127,192066,12884,194941
2024-06-27 15:41:48.354,200,0,0,517873,2119058,53402,262299,17472,333876,74535,1475867
2024-06-27 15:41:49.340,200,0,0,81961,87776,10258,17787,3976,10924,474,80693
2024-06-27 15:41:50.335,200,0,0,62490,96583,9677,94621,2062,15481,1057,82378
2024-06-27 15:41:51.336,200,0,0,317525,381770,38974,84904,12557,55065,5772,289171
2024-06-27 15:41:52.331,200,0,0,1133457,377018,74506,26325,3514,79231,6165,247317
2024-06-27 15:41:53.321,200,0,0,47397,226035,8550,14004,1783,19471,530,63289
2024-06-27 15:41:54.320,200,0,0,360702,323248,29382,30072,9293,62019,2732,261251
2024-06-27 15:41:55.317,200,0,0,788789,170191,152050,35283,21472,32226,6816,396257
2024-06-27 15:41:56.313,200,0,0,1374101,243122,19447,44475,31080,40460,2793,211516
2024-06-27 15:41:57.306,200,0,0,1606113,90165,76687,91197,11890,55238,4893,308126
2024-06-27 15:41:58.304,200,0,0,417776,1172366,100673,26381,7774,21485,23490,253553
2024-06-27 15:41:59.294,200,0,0,353364,114051,29661,11112,2129,4523,1274,55328
2024-06-27 15:42:00.293,200,0,0,1732704,691691,25241,63578,43387,29005,2298,301421
2024-06-27 15:42:01.288,200,0,0,456082,395906,142783,24370,44229,41453,3385,280775
2024-06-27 15:42:02.290,200,0,0,2470055,1637068,1061921,194090,47263,125320,10310,1247363
2024-06-27 15:42:03.277,200,0,0,592342,189333,88772,74571,33889,30410,4121,316684
2024-06-27 15:42:04.275,200,0,0,1341279,588863,123578,100190,15867,34990,4171,344070
2024-06-27 15:42:05.269,200,0,0,1391470,637010,85364,39686,42199,76818,2933,287236
2024-06-27 15:42:06.256,200,0,0,55960,132846,7819,29500,864,12960,744,76281
2024-06-27 15:42:07.259,200,0,0,754491,268905,212191,55825,12021,10473,4823,269720
2024-06-27 15:42:08.255,200,0,0,1142548,513370,41434,70065,27066,81512,17137,323881
2024-06-27 15:42:09.251,200,0,0,494676,935417,893741,37731,107939,55117,22950,366959
2024-06-27 15:42:10.248,200,0,0,1793720,1582302,590987,107789,53114,252799,8800,1363642
2024-06-27 15:42:11.241,200,0,0,923142,1559014,47571,120425,24155,73910,13560,548487
2024-06-27 15:42:12.227,200,0,0,42176,76040,9870,21831,2160,7895,1506,44890
2024-06-27 15:42:13.223,200,0,0,35054,100086,6328,22613,2797,11726,902,37402
2024-06-27 15:42:14.222,200,0,0,244533,318828,16236,23342,7726,25810,4754,146241
2024-06-27 15:42:15.221,200,0,0,977292,786824,77532,177797,88129,166404,9472,962282
2024-06-27 15:42:16.217,200,0,0,797643,1073104,201994,88090,90199,214103,7090,950240
2024-06-27 15:42:17.207,200,0,0,33684,169803,2547,54627,1282,12138,1030,65468
2024-06-27 15:42:18.199,200,0,0,15372,207119,9405,15725,3166,17927,1069,68187
2024-06-27 15:42:19.199,200,0,0,629101,802253,28774,55713,31315,40735,2736,245922
2024-06-27 15:42:20.196,200,0,0,1107460,493801,114383,57303,18487,25271,4145,271300
2024-06-27 15:42:21.188,200,0,0,265409,523205,82010,38615,4043,24538,2855,256639
2024-06-27 15:42:22.186,200,0,0,565200,795864,134778,168937,10749,55167,5336,272383
2024-06-27 15:42:23.179,200,0,0,397604,679608,192950,54219,3387,29455,2118,268931
2024-06-27 15:42:24.181,200,0,0,2222469,1163924,343512,170888,133859,213195,5201,1012193
2024-06-27 15:42:25.166,200,0,0,74632,161021,10508,14249,3503,13383,490,62939
2024-06-27 15:42:26.165,200,0,0,336261,400873,30433,145943,18438,58864,4229,251667
2024-06-27 15:42:27.163,200,0,0,1313522,841104,621045,134631,62877,97332,18780,1006468
2024-06-27 15:42:28.156,200,0,0,496588,371408,104151,65750,13148,22652,3901,276023
2024-06-27 15:42:29.151,200,0,0,147891,954417,174174,44603,25383,33669,2446,300849
2024-06-27 15:42:30.139,200,0,0,24940,138741,1680,16066,3056,25443,922,87739
2024-06-27 15:42:31.142,200,0,0,1578429,429146,142231,94132,28650,22102,6446,163423
2024-06-27 15:42:32.136,200,0,0,126487,737698,169894,25707,14657,43302,3372,255843
2024-06-27 15:42:33.131,200,0,0,120871,1006628,51598,269701,2041,63679,1849,282406
2024-06-27 15:42:34.125,200,0,0,371593,123711,41020,32977,31127,55337,2223,267708
2024-06-27 15:42:35.122,200,0,0,383354,354190,112783,82827,11234,40507,1879,292678
2024-06-27 15:42:36.119,200,0,0,817452,659920,10084,65954,34745,104297,6831,323191
2024-06-27 15:42:37.114,200,0,0,789256,1354246,136061,225333,85787,168841,14241,837872
2024-06-27 15:42:38.108,200,0,0,1213515,382107,133695,26592,10982,44468,7298,244436
2024-06-27 15:42:39.100,200,0,0,736470,555490,47862,31995,7457,97874,6426,281679
2024-06-27 15:42:40.102,200,0,0,836201,2721215,372892,226882,61673,315999,19859,1234551
2024-06-27 15:42:41.091,200,0,0,87492,961074,65940,93439,15588,114647,3213,304883
2024-06-27 15:42:42.090,200,0,0,765537,2355838,169468,84007,42485,339677,19225,1452135
2024-06-27 15:42:43.087,200,0,0,448854,2242132,306584,282557,57382,371315,16422,1339018
2024-06-27 15:42:44.077,200,0,0,280488,321361,25269,91900,12416,43780,4392,314577
2024-06-27 15:42:45.072,200,0,0,661555,734610,69826,72139,33361,38215,2889,297114
2024-06-27 15:42:46.070,200,0,0,2023078,849717,86197,346848,83261,230239,29396,1061366
2024-06-27 15:42:47.062,200,0,0,359289,246829,103495,43422,8802,40696,1785,300060
2024-06-27 15:42:48.058,200,0,0,327161,643704,142143,22091,15094,35976,1164,303229
2024-06-27 15:42:49.056,200,0,0,926111,930522,808637,161707,21949,259622,17028,1099668
2024-06-27 15:42:50.047,200,0,0,536536,612718,48967,152909,8828,37147,2524,280479
2024-06-27 15:42:51.048,200,0,0,1144849,2071755,253237,150329,80088,107016,8828,1096014
2024-06-27 15:42:52.038,200,0,0,266203,286985,64279,62200,15631,52100,3033,293176
2024-06-27 15:42:53.034,200,0,0,240029,285345,110894,40993,11574,26521,3412,285669
2024-06-27 15:42:54.029,200,0,0,189281,633805,110789,57816,21070,63883,4975,262253
2024-06-27 15:42:55.023,200,0,0,345364,622785,30684,144558,6943,55948,6206,265213
2024-06-27 15:42:56.018,200,0,0,695952,823203,99507,156378,6090,38950,3110,284308
2024-06-27 15:42:57.013,200,0,0,330993,124412,95204,74663,18458,42459,1188,305080
2024-06-27 15:42:58.015,200,0,0,1358266,3113230,251831,210269,41465,463344,35877,1240094
2024-06-27 15:42:59.004,200,0,0,515843,356606,30342,38546,28591,84978,3886,409680
2024-06-27 15:43:00.000,200,0,0,238220,696451,55761,111922,2104,143555,6870,437226
2024-06-27 15:43:00.990,200,0,0,168597,86321,3884,71914,5427,38988,3103,139826
2024-06-27 15:43:01.991,200,0,0,285936,768509,26235,459560,7749,111978,10459,614198
2024-06-27 15:43:02.981,200,0,0,33316,535382,1443,56312,1792,38793,1556,134137
2024-06-27 15:43:03.982,200,0,0,1901769,131910,55240,140852,2722,212116,10201,576265
2024-06-27 15:43:04.972,200,0,0,134617,163557,9427,32361,3729,43666,1204,137689
2024-06-27 15:43:05.977,200,0,0,1388903,2296369,258744,90478,36634,917826,55540,1799548
2024-06-27 15:43:06.970,200,0,0,267542,2479482,119536,119006,21574,365034,21542,1555322
2024-06-27 15:43:07.965,200,0,0,1237604,986539,107648,365423,20440,377910,32282,1540328
2024-06-27 15:43:08.955,200,0,0,532242,1085384,5422,75921,3205,117880,1105,472503
2024-06-27 15:43:09.947,200,0,0,107606,54645,26548,28331,4378,28247,778,137201
2024-06-27 15:43:10.947,200,0,0,997782,504349,37256,101861,17024,112114,3985,501512
2024-06-27 15:43:11.943,200,0,0,679116,1040017,13764,241963,16764,186213,4581,539342
2024-06-27 15:43:12.934,200,0,0,144664,327789,22646,14914,4410,42329,1300,152368
2024-06-27 15:43:13.932,200,0,0,766686,700099,312591,46906,9588,100703,12312,583332
2024-06-27 15:43:14.927,200,0,0,608855,1070975,9494,373271,16278,188397,3753,601828
2024-06-27 15:43:15.922,200,0,0,761133,930050,18954,298614,13133,147705,1770,609656
2024-06-27 15:43:16.914,200,0,0,49339,562284,2705,108096,1996,31145,1880,166882
2024-06-27 15:43:17.913,200,0,0,565995,981958,59383,327760,15122,187224,6223,764054
2024-06-27 15:43:18.907,200,0,0,374415,661637,29249,229632,6588,176923,3687,729645
2024-06-27 15:43:19.902,200,0,0,844561,572429,29859,192576,6115,136379,8142,663773
2024-06-27 15:43:20.898,200,0,0,777037,362462,108051,158092,7985,151036,1699,731527
2024-06-27 15:43:21.894,200,0,0,965429,686441,185190,158760,22218,174643,6666,718558
2024-06-27 15:43:22.891,200,0,0,1197419,724912,32939,326301,16328,187547,13169,968878
2024-06-27 15:43:23.884,200,0,0,83737,1810214,14254,377044,7922,404661,17633,936429
2024-06-27 15:43:24.879,200,0,0,177998,1525541,2562,284311,9461,361738,7431,1019935
2024-06-27 15:43:25.871,200,0,0,49890,346643,14952,140459,5003,51187,1767,244256
2024-06-27 15:43:26.868,200,0,0,825548,797571,38588,599386,6477,257429,5838,961504
2024-06-27 15:43:27.865,200,0,0,839437,1520960,87669,612990,16617,233595,5117,967836
2024-06-27 15:43:28.858,200,0,0,919452,886290,19039,50897,42324,21723,17095,126061
2024-06-27 15:43:29.852,200,0,0,135736,282634,14543,102518,2941,49992,9496,220125
2024-06-27 15:43:30.849,200,0,0,1743522,313453,27943,265668,9309,265495,4657,907457
2024-06-27 15:43:31.845,200,0,0,896520,414289,98222,290876,6951,167658,24516,897580
2024-06-27 15:43:32.836,200,0,0,226165,298071,2250,108507,8463,57326,3077,225802
2024-06-27 15:43:33.836,200,0,0,1188717,1228251,48746,673180,15293,264534,9342,1056354
2024-06-27 15:43:34.831,200,0,0,979506,1299414,75522,632230,4041,219806,9639,1009408
2024-06-27 15:43:35.823,200,0,0,126218,288235,18337,137651,5488,35533,8127,240411
2024-06-27 15:43:36.822,200,0,0,1619599,849465,35528,460191,15075,393234,11795,1090800
2024-06-27 15:43:37.813,200,0,0,117271,244223,16702,151959,4405,61769,2060,261183
2024-06-27 15:43:38.808,200,0,0,133118,428747,20766,168972,6434,63676,9978,273511
2024-06-27 15:43:39.807,200,0,0,1038400,875559,89473,578642,16730,265988,8710,1215589
2024-06-27 15:43:40.805,200,0,0,2113668,1630764,297746,272309,205550,163181,17634,974116
2024-06-27 15:43:41.788,200,0,0,14882,86009,5094,20640,2318,16046,1079,52234
2024-06-27 15:43:42.792,200,0,0,663164,2671137,28001,449826,17162,342722,12717,1065154
2024-06-27 15:43:43.787,200,0,0,749680,1409728,22090,753083,26340,243933,7921,1143224
2024-06-27 15:43:44.783,200,0,0,371929,1068046,64980,236051,14412,355662,15308,964151
2024-06-27 15:43:45.778,200,0,0,1348766,680147,29541,707460,18740,244260,9224,1097823
2024-06-27 15:43:46.773,200,0,0,958115,1994984,129000,740378,8853,150087,25113,917276
2024-06-27 15:43:47.768,200,0,0,624289,1018371,46265,494610,14682,211692,22575,873963
2024-06-27 15:43:48.757,200,0,0,38847,361447,10253,89110,5604,82160,2398,258444
2024-06-27 15:43:49.759,200,0,0,1456704,585952,43781,922304,14414,226191,8416,1139712
2024-06-27 15:43:50.755,200,0,0,1969013,1246512,149456,321535,35588,327953,53291,819291
2024-06-27 15:43:51.747,200,0,0,937914,947890,108870,595028,7638,320305,7625,1212861
2024-06-27 15:43:52.734,200,0,0,16494,131187,6742,31304,723,21790,1177,73695
2024-06-27 15:43:53.737,200,0,0,191291,190916,25992,128350,11582,85169,15020,250301
2024-06-27 15:43:54.737,200,0,0,2237324,765829,115597,304945,25302,326615,9154,1249739
2024-06-27 15:43:55.725,200,0,0,778593,246774,19378,75107,3445,84569,1532,295866
2024-06-27 15:43:56.721,200,0,0,331875,224885,36926,103620,3545,76930,6625,284629
2024-06-27 15:43:57.713,200,0,0,145504,10598,4312,33199,51517,45709,34695,92092
2024-06-27 15:43:58.709,200,0,0,151657,366203,2670,195918,5980,79594,1639,321570
2024-06-27 15:43:59.711,200,0,0,1868878,1148641,66371,489308,33381,362918,16281,1204259
2024-06-27 15:44:00.704,200,0,0,2177245,784802,32360,681326,26269,309986,7357,1372575
2024-06-27 15:44:01.700,200,0,0,468592,1144865,3701,596096,12471,386121,13161,1392520
2024-06-27 15:44:02.691,200,0,0,264752,225746,13118,196040,3969,65065,3502,345804
2024-06-27 15:44:03.692,200,0,0,2412411,1202741,96681,968591,25196,270596,11510,1335053
