timestamp,signal_strength,attention,meditation,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,high_gamma
2024-06-27 20:03:46.060,0,40,54,86120,11082,2180,1163,872,318,492,135
2024-06-27 20:03:47.052,0,51,60,375,1927,516,803,841,4059,1009,639
2024-06-27 20:03:48.047,0,57,66,292,607,446,1859,297,1799,1580,728
2024-06-27 20:03:49.044,0,54,69,582,717,1155,1065,1833,3037,1207,712
2024-06-27 20:03:50.041,0,83,70,1669,1064,1771,147,1482,2980,4044,1356
2024-06-27 20:03:51.039,0,70,83,332396,4454,4558,1520,1943,2568,1163,590
2024-06-27 20:03:52.036,0,51,75,147503,45122,17158,3944,3937,3499,702,1134
2024-06-27 20:03:53.026,0,44,78,2211,1388,1532,542,924,1383,1269,1093
2024-06-27 20:03:54.022,0,40,83,4199,3280,3759,2363,1338,5430,1479,962
2024-06-27 20:03:55.016,0,48,80,3480,2170,2498,1017,845,4438,1772,646
2024-06-27 20:03:56.010,0,48,64,74172,12549,867,301,1078,673,282,189
2024-06-27 20:03:57.006,0,56,53,4585,2467,589,1148,1119,4909,1511,868
2024-06-27 20:03:57.999,0,66,43,549,1031,997,824,1659,6376,3454,567
2024-06-27 20:03:58.995,0,63,44,2264,2326,3035,552,674,3326,2186,296
2024-06-27 20:03:59.988,0,97,40,2539,807,319,184,961,7974,1411,567
2024-06-27 20:04:00.986,0,100,35,3524,1758,449,536,3237,4057,719,502
2024-06-27 20:04:01.986,0,77,40,60157,25820,9686,1595,2065,3475,2431,1461
2024-06-27 20:04:02.975,0,78,40,351,2196,2376,1603,476,4952,2698,289
2024-06-27 20:04:03.970,0,63,60,1817,1623,400,2114,1449,3457,621,311
2024-06-27 20:04:04.967,0,61,67,3110,1778,1850,145,1395,4791,754,1335
2024-06-27 20:04:05.972,0,61,61,189989,124302,12602,16912,14021,12893,9378,3271
2024-06-27 20:04:06.956,0,64,35,8767,4112,70,371,1123,5260,1380,1211
2024-06-27 20:04:07.950,0,48,37,56208,4571,2131,416,291,599,456,199
2024-06-27 20:04:08.946,0,40,43,792,1857,278,1866,1126,1704,1081,914
2024-06-27 20:04:09.940,0,40,47,97350,6965,1682,557,492,643,238,597
2024-06-27 20:04:10.936,0,41,57,3601,1355,440,281,261,3641,1687,1655
2024-06-27 20:04:11.931,0,60,48,2386,3001,105,1522,1643,5142,693,475
2024-06-27 20:04:12.932,0,44,47,194962,21922,4889,6324,3599,1751,1642,422
2024-06-27 20:04:13.922,0,44,54,59962,4480,3147,2065,2521,768,765,287
2024-06-27 20:04:14.920,0,34,67,18363,4678,1850,2150,980,2843,1360,1382
2024-06-27 20:04:15.910,0,29,77,817,2237,1331,1047,727,3301,771,848
2024-06-27 20:04:16.908,0,54,77,1248,266,461,3049,2758,5393,2292,1164
2024-06-27 20:04:17.902,0,69,75,1302,329,1732,135,1627,1444,769,1003
2024-06-27 20:04:18.900,0,78,67,106160,3122,2587,903,4414,6343,1950,591
2024-06-27 20:04:19.893,0,83,56,455,3936,1062,684,1311,8496,2327,1084
2024-06-27 20:04:20.887,0,81,61,1130,1096,1691,1692,982,4056,946,569
2024-06-27 20:04:21.886,0,80,50,242159,7315,775,1938,1511,5962,1326,1376
2024-06-27 20:04:22.879,0,88,48,3594,1267,1254,798,1664,8193,2230,2377
2024-06-27 20:04:23.870,0,87,48,845,2070,319,788,1645,4380,797,550
2024-06-27 20:04:24.870,0,77,48,28394,6918,4334,2517,1762,3251,2658,630
2024-06-27 20:04:25.861,0,64,54,78801,5107,816,1019,438,862,943,163
2024-06-27 20:04:26.859,0,56,60,10935,2590,2204,1418,2578,5490,899,571
2024-06-27 20:04:27.851,0,51,64,295,1637,791,1025,3594,2748,928,736
2024-06-27 20:04:28.846,0,66,57,356,999,287,1696,1104,5015,708,738
2024-06-27 20:04:29.841,0,88,56,3145,362,347,949,2008,3459,1647,879
2024-06-27 20:04:30.842,0,83,54,181872,6221,3592,1003,2921,4466,1696,761
2024-06-27 20:04:31.834,0,88,47,1810,1817,756,340,4150,4951,1879,1434
2024-06-27 20:04:32.833,0,75,48,290193,13299,2469,3740,2167,4765,567,1172
2024-06-27 20:04:33.824,0,66,48,9730,2653,1256,338,502,3219,2023,1499
2024-06-27 20:04:34.819,0,57,48,73613,7175,2973,271,1311,1503,376,251
2024-06-27 20:04:35.812,0,57,48,3086,2147,418,419,929,5044,1205,893
2024-06-27 20:04:36.809,0,67,48,1104,1469,1200,678,1043,3973,1894,808
2024-06-27 20:04:37.808,0,54,41,82874,30052,1978,2708,1562,3997,1793,1055
2024-06-27 20:04:38.799,0,64,47,2600,3414,3743,553,1282,3956,1590,801
2024-06-27 20:04:39.793,0,60,60,2194,1139,249,1792,748,2757,1695,993
2024-06-27 20:04:40.790,0,47,69,125644,2929,1785,1631,173,1152,388,100
2024-06-27 20:04:41.781,0,61,66,2459,4483,462,504,609,4653,745,592
2024-06-27 20:04:42.777,0,44,56,43208,6279,164,1224,656,347,218,213
2024-06-27 20:04:43.773,0,47,51,2409,1266,260,1049,918,2672,488,666
2024-06-27 20:04:44.769,0,56,44,1460,1668,626,1603,748,3451,916,2224
2024-06-27 20:04:45.767,0,51,64,5681,2355,2877,3830,2254,3812,2218,2384
2024-06-27 20:04:46.763,0,63,63,215938,11842,1842,1222,5416,3739,544,881
2024-06-27 20:04:47.756,0,51,60,15583,7708,860,1243,1143,1892,2674,795
2024-06-27 20:04:48.753,0,35,34,118674,91649,1120,329,2328,8796,2216,702
2024-06-27 20:04:49.747,0,30,26,12367,8486,3274,1203,3539,3116,1128,831
2024-06-27 20:04:50.744,0,24,41,85170,29155,14663,4082,5295,4434,1881,766
2024-06-27 20:04:51.735,0,24,54,2812,8230,5485,4098,1561,3609,795,699
2024-06-27 20:04:52.731,0,38,87,2162,1330,370,2704,1820,2488,2210,2055
2024-06-27 20:04:53.726,0,43,80,13119,7459,612,995,1700,4050,1551,1137
2024-06-27 20:04:54.723,0,53,75,2378,4047,1735,1037,1241,2819,1161,1261
2024-06-27 20:04:55.715,0,63,70,1957,1551,1449,669,990,2682,1457,1217
2024-06-27 20:04:56.709,0,70,66,392,461,635,1420,1388,4633,1075,660
2024-06-27 20:04:57.710,0,64,75,199320,21887,4649,5385,1721,5937,1816,1077
2024-06-27 20:04:58.702,0,66,70,795,5757,1012,1372,2605,4772,1037,1467
2024-06-27 20:04:59.696,0,66,61,4681,4040,1116,380,1675,3511,1740,849
2024-06-27 20:05:00.690,0,54,66,2924,4289,3748,2023,934,3517,832,909
2024-06-27 20:05:01.684,0,70,63,1802,577,423,876,2368,3559,1052,365
2024-06-27 20:05:02.680,0,77,57,686,1599,324,496,2235,3179,1155,1409
2024-06-27 20:05:03.679,0,60,64,83426,18221,4091,2373,2047,1770,2283,598
2024-06-27 20:05:04.673,0,56,61,8911,8803,3934,2766,3477,3645,1347,788
2024-06-27 20:05:05.679,0,30,57,3197958,369581,28336,35372,13730,22861,20844,5725
2024-06-27 20:05:06.659,0,14,54,57055,8049,296,424,243,1309,769,265
2024-06-27 20:05:07.652,0,37,53,530,1349,634,760,811,3080,822,460
2024-06-27 20:05:08.661,0,43,56,162179,19090,17301,17904,14401,28854,7008,1490
2024-06-27 20:05:09.657,0,54,63,1994006,90816,31831,18473,17286,33404,6699,2990
2024-06-27 20:05:10.640,0,63,83,543,836,3090,716,1691,2087,1411,1341
2024-06-27 20:05:11.639,0,41,80,60970,15623,1527,1390,1613,1154,258,168
2024-06-27 20:05:12.632,0,40,77,9116,6684,2734,2236,2240,4887,924,660
2024-06-27 20:05:13.626,0,51,77,475,1249,2818,1097,959,7500,1396,919
2024-06-27 20:05:14.624,0,38,80,274605,8367,7876,2994,1251,1455,611,313
2024-06-27 20:05:15.617,0,56,80,2175,3136,1044,610,2006,3697,1303,680
2024-06-27 20:05:16.616,0,51,74,174063,12955,1821,1323,2499,3433,2287,765
2024-06-27 20:05:17.608,0,53,66,1047,1252,512,1309,2377,5018,1663,1166
2024-06-27 20:05:18.603,0,66,54,7778,4597,983,1049,1356,3105,2238,1001
2024-06-27 20:05:19.602,0,54,44,167177,50201,2204,1247,4299,8410,807,2290
2024-06-27 20:05:20.591,0,64,44,1791,4050,359,1055,882,4084,1209,783
2024-06-27 20:05:21.590,0,40,44,65917,20466,3303,1831,2036,1388,816,447
2024-06-27 20:05:22.593,0,26,43,780046,93715,10488,10991,14969,10074,11933,3470
2024-06-27 20:05:23.580,0,41,57,3555,1220,1639,1079,2991,4807,1386,1327
2024-06-27 20:05:24.573,0,38,64,1476,1664,1540,926,1653,2470,1285,332
2024-06-27 20:05:25.567,0,66,63,2399,1135,310,1517,2672,8121,977,814
2024-06-27 20:05:26.566,0,75,69,69066,16138,9054,1788,1879,6797,1402,577
2024-06-27 20:05:27.555,0,66,69,918,3313,316,2037,3461,2038,935,757
2024-06-27 20:05:28.552,0,64,64,1671,5926,915,1868,850,4022,1103,467
2024-06-27 20:05:29.547,0,57,69,1221,2208,2433,620,1345,5729,971,869
2024-06-27 20:05:30.541,0,70,64,435,1810,976,917,843,4920,1565,271
2024-06-27 20:05:31.541,0,63,66,50928,27955,9839,1174,2028,5078,1002,903
2024-06-27 20:05:32.532,0,67,66,350,1898,1110,574,1144,3126,1083,738
2024-06-27 20:05:33.528,0,57,74,1418,3051,504,4464,1838,2308,2028,465
2024-06-27 20:05:34.524,0,51,78,2085,1301,1371,847,1610,1715,1190,1882
2024-06-27 20:05:35.523,0,54,75,25206,16819,2545,1337,2965,4410,1527,2807
2024-06-27 20:05:36.512,0,64,67,974,1192,636,991,1632,9054,1185,1422
2024-06-27 20:05:37.507,0,74,57,1638,1527,869,322,1599,2668,1239,881
2024-06-27 20:05:38.501,0,54,44,71140,16035,738,903,500,810,451,150
2024-06-27 20:05:39.498,0,60,57,816,2925,1143,3073,652,2411,5120,579
2024-06-27 20:05:40.490,0,37,60,85278,2702,244,417,565,425,169,367
2024-06-27 20:05:41.489,0,29,69,3279,2452,2339,1985,1080,2796,952,773
2024-06-27 20:05:42.488,0,40,81,68603,10057,3207,2779,3002,2870,1494,2281
2024-06-27 20:05:43.491,0,24,69,1118154,234660,27384,24876,17944,15032,8810,10455
2024-06-27 20:05:44.474,0,16,80,101155,6951,3215,1836,630,424,333,390
2024-06-27 20:05:45.472,0,3,67,269506,18518,1422,2646,3895,1625,2805,594
2024-06-27 20:05:46.467,0,3,69,12013,12279,6902,4012,8136,3598,1441,1752
2024-06-27 20:05:47.465,0,7,78,640010,36116,15302,6011,4684,6042,2484,2099
2024-06-27 20:05:48.454,0,24,81,1197,960,2294,2496,2575,2377,1571,729
2024-06-27 20:05:49.447,0,24,84,91267,6058,1330,860,340,613,177,226
2024-06-27 20:05:50.444,0,29,77,239,2985,1083,364,2715,1600,1369,1393
2024-06-27 20:05:51.436,0,40,69,713,3451,878,469,582,1788,1670,992
2024-06-27 20:05:52.438,0,27,54,37873,31456,2421,3043,4181,3489,2125,700
2024-06-27 20:05:53.431,0,37,44,186459,9668,283,1069,1032,1926,242,123
2024-06-27 20:05:54.426,0,41,51,1056,1783,1011,1334,1806,2960,1253,502
2024-06-27 20:05:55.419,0,54,41,4851,1908,243,409,1237,5707,1626,863
2024-06-27 20:05:56.420,0,50,50,43314,33133,10889,4183,4231,2017,1637,1636
2024-06-27 20:05:57.411,0,63,60,725,1141,1154,1756,1008,6066,1006,1266
2024-06-27 20:05:58.401,0,70,53,619,1319,505,620,554,4266,1038,691
2024-06-27 20:05:59.400,0,47,51,138606,13825,866,108,739,1079,169,224
2024-06-27 20:06:00.396,0,63,51,4186,2938,1282,1272,1144,2228,639,1395
2024-06-27 20:06:01.395,0,34,47,106752,75452,11586,2306,4737,1972,980,662
2024-06-27 20:06:02.386,0,29,48,6459,2091,1039,1776,3138,5706,1189,794
2024-06-27 20:06:03.385,0,37,64,299787,17887,12675,313,5069,6212,1159,400
2024-06-27 20:06:04.377,0,48,61,2903,1908,1648,1299,1290,8459,1792,450
2024-06-27 20:06:05.371,0,74,70,1520,1748,2527,1005,738,4584,1054,696
2024-06-27 20:06:06.368,0,60,77,5700,8535,3361,3593,2314,2849,2636,1233
2024-06-27 20:06:07.360,0,74,75,3902,1508,1222,1531,786,5452,902,566
2024-06-27 20:06:08.358,0,51,70,117538,13781,1677,1264,220,1650,381,151
2024-06-27 20:06:09.351,0,37,63,106397,7380,924,883,1225,1023,522,373
2024-06-27 20:06:10.344,0,47,63,1423,739,387,1195,622,1830,1253,600
2024-06-27 20:06:11.341,0,47,64,1109,993,1537,665,1644,3236,1082,1718
2024-06-27 20:06:12.336,0,51,69,3685,4235,966,1543,1888,1307,1084,456
2024-06-27 20:06:13.331,0,57,87,1085,1709,3354,1311,381,1738,1384,692
2024-06-27 20:06:14.323,0,57,88,1469,615,472,1827,860,2251,652,367
2024-06-27 20:06:15.325,0,48,88,56294,15671,3873,5908,4670,6345,1706,584
2024-06-27 20:06:16.316,0,61,90,1124,666,406,1659,1174,3639,2336,605
2024-06-27 20:06:17.309,0,75,75,246,3229,1506,871,544,7191,1379,715
2024-06-27 20:06:18.311,0,60,67,35121,25067,6398,3903,4914,3650,2001,2820
2024-06-27 20:06:19.301,0,66,67,5929,2857,1778,761,623,3598,1793,885
2024-06-27 20:06:20.297,0,60,61,1064,5693,1744,812,2145,5107,1460,360
2024-06-27 20:06:21.292,0,64,57,2425,1924,223,1634,1468,9804,1387,625
2024-06-27 20:06:22.287,0,80,50,1652,3681,406,635,2599,4082,1280,1231
2024-06-27 20:06:23.281,0,83,50,831,2062,1572,1774,765,6112,1524,803
2024-06-27 20:06:24.273,0,93,50,2368,846,968,563,872,6017,794,1349
2024-06-27 20:06:25.273,0,64,48,141058,17881,914,1586,403,921,1343,183
2024-06-27 20:06:26.267,0,66,56,5372,2046,1947,802,1250,5264,903,1143
2024-06-27 20:06:27.261,0,63,63,1595,632,836,3702,1136,3439,1187,799
2024-06-27 20:06:28.256,0,61,61,3825,1336,957,222,1700,5009,1239,944
2024-06-27 20:06:29.252,0,81,60,3138,2807,119,654,2550,2126,1302,1299
2024-06-27 20:06:30.244,0,78,54,611,3591,571,792,904,3759,1171,864
2024-06-27 20:06:31.240,0,80,50,1419,1160,1718,422,671,2373,997,592
2024-06-27 20:06:32.236,0,70,57,703,1941,2215,386,2455,3172,1605,523
2024-06-27 20:06:33.235,0,75,66,92163,3619,1723,2357,2341,7221,690,1385
2024-06-27 20:06:34.232,0,64,83,95664,9163,10504,4561,1435,4941,1082,1734
2024-06-27 20:06:35.222,0,64,83,1767,968,1240,1515,1932,2673,623,650
2024-06-27 20:06:36.217,0,67,74,1455,2970,640,419,1549,4766,1022,256
2024-06-27 20:06:37.217,0,48,87,137176,9840,12170,10043,2520,1880,908,837
2024-06-27 20:06:38.206,0,56,83,2248,1084,351,2291,748,2372,1909,880
2024-06-27 20:06:39.201,0,60,81,5149,732,850,857,1253,2575,1392,447
2024-06-27 20:06:40.195,0,63,83,785,1682,806,573,1759,5261,687,395
2024-06-27 20:06:41.196,0,64,74,44488,27053,9898,4740,1988,3159,969,1837
2024-06-27 20:06:42.186,0,61,63,3574,3378,171,1059,781,2178,852,796
2024-06-27 20:06:43.183,0,61,61,1849,1268,1815,1414,3226,4814,508,706
2024-06-27 20:06:44.179,0,57,67,1610,1376,1028,1346,1673,4309,3745,928
2024-06-27 20:06:45.171,0,66,74,68204,1172,640,1191,280,630,340,156
2024-06-27 20:06:46.173,0,56,69,96735,34555,2593,3125,2564,4621,1667,1079
2024-06-27 20:06:47.165,0,41,75,9678,9272,5603,2968,2639,2572,1663,674
2024-06-27 20:06:48.159,0,38,66,2535,5994,1090,721,3410,5868,811,656
2024-06-27 20:06:49.156,0,34,69,23383,8542,13907,2682,4930,2734,844,910
2024-06-27 20:06:50.163,0,27,78,2743403,180446,63795,29998,15251,18205,10116,14888
2024-06-27 20:06:51.147,0,23,78,17316,12464,1157,7074,1112,1694,1454,782
2024-06-27 20:06:52.146,0,10,84,426915,58727,15431,6808,21717,7180,4329,1189
2024-06-27 20:06:53.146,0,4,74,3206787,263658,47318,39277,23947,21423,10311,7879
2024-06-27 20:06:54.126,0,23,77,492,1119,1953,745,812,2323,487,830
2024-06-27 20:06:55.122,0,41,64,384,3213,1272,349,664,5927,796,1896
2024-06-27 20:06:56.118,0,57,66,705,1566,1175,825,1911,3228,1427,697
2024-06-27 20:06:57.118,0,67,67,190971,15815,2178,5798,2182,5724,1037,657
2024-06-27 20:06:58.109,0,47,57,46790,15363,1923,1094,475,566,993,439
2024-06-27 20:06:59.105,0,40,69,1076,3115,2828,3714,1353,4215,1357,515
2024-06-27 20:07:00.102,0,13,70,139899,26522,2039,8023,1966,876,841,366
2024-06-27 20:07:01.091,0,20,70,1010,338,943,790,2565,1267,863,328
2024-06-27 20:07:02.090,0,30,78,6967,4925,293,2517,1422,1551,1124,474
2024-06-27 20:07:03.085,0,30,74,1745,2813,1129,948,1030,2135,1078,501
2024-06-27 20:07:04.079,0,57,75,809,1830,1385,857,1109,3121,792,1005
2024-06-27 20:07:05.078,0,51,77,215953,13982,4590,3702,996,4870,1261,792
2024-06-27 20:07:06.070,0,51,74,10822,4706,370,2626,5044,1562,804,490
2024-06-27 20:07:07.070,0,29,67,125156,89122,13186,6573,6734,2950,1619,895
2024-06-27 20:07:08.061,0,24,74,6910,1962,1856,1722,1089,1982,1106,799
2024-06-27 20:07:09.054,0,27,67,1269,2651,523,809,1266,1291,2039,375
2024-06-27 20:07:10.050,0,20,66,17203,18817,4125,506,901,1527,844,237
2024-06-27 20:07:11.055,0,24,69,443292,122515,26801,17987,15680,9455,4998,2856
2024-06-27 20:07:12.039,0,23,66,4489,2677,328,3796,2915,1935,832,350
2024-06-27 20:07:13.045,0,10,77,253223,119473,86411,20438,3807,10929,3816,3510
2024-06-27 20:07:14.031,0,21,78,1226,1884,316,1432,2605,1240,1395,453
2024-06-27 20:07:15.024,0,37,83,980,2461,875,2014,1395,2648,1519,401
2024-06-27 20:07:16.024,0,30,84,136346,7894,4171,3980,1112,2504,1218,1194
2024-06-27 20:07:17.017,0,41,87,6960,2253,3212,1392,1986,1350,1513,493
2024-06-27 20:07:18.012,0,48,90,2755,1082,1090,1125,1115,2807,1400,353
2024-06-27 20:07:19.003,0,47,84,620,2437,456,918,734,1266,1189,320
2024-06-27 20:07:19.998,0,48,70,3046,5329,477,800,958,1346,735,1263
2024-06-27 20:07:20.995,0,60,61,5888,1418,625,1056,1403,2706,719,787
2024-06-27 20:07:21.991,0,43,57,12781,5158,1240,1858,1971,894,222,186
2024-06-27 20:07:22.983,0,51,63,1354,384,259,938,889,1465,860,1125
2024-06-27 20:07:23.978,0,51,56,65439,3071,167,247,360,838,433,219
2024-06-27 20:07:24.978,0,48,50,105979,8480,912,1760,3412,4637,625,1571
2024-06-27 20:07:25.973,0,57,51,9445,3485,1482,1406,1356,2223,1905,731
2024-06-27 20:07:26.976,0,29,35,192542,294533,11048,14295,12836,6526,3070,2347
2024-06-27 20:07:27.960,0,35,51,3052,1638,1914,942,1069,2414,892,244
2024-06-27 20:07:28.954,0,35,70,596,878,1815,2652,462,2173,1136,687
2024-06-27 20:07:29.954,0,20,75,15832,15903,6636,5306,2538,1322,845,576
2024-06-27 20:07:30.945,0,44,94,3938,637,794,2624,1984,2744,734,457
2024-06-27 20:07:31.944,0,38,90,37054,12797,4493,1351,1381,3660,844,822
2024-06-27 20:07:32.934,0,35,63,1937,4816,469,291,1982,1651,324,751
2024-06-27 20:07:33.934,0,38,50,78682,37917,3558,1646,1013,3041,540,941
2024-06-27 20:07:34.927,0,34,48,7155,3211,3519,442,1209,2640,2011,508
2024-06-27 20:07:35.922,0,34,54,112018,2891,2434,869,464,1153,349,182
2024-06-27 20:07:36.916,0,37,69,1174,1413,1274,618,2388,1608,747,521
2024-06-27 20:07:37.907,0,56,63,587,1348,8,287,1967,1581,909,978
2024-06-27 20:07:38.909,0,48,75,42882,3409,16805,5931,576,2688,1414,680
2024-06-27 20:07:39.901,0,54,67,1459,2148,2079,316,999,2235,1165,323
2024-06-27 20:07:40.895,0,63,63,812,1166,544,1528,1743,5130,992,841
2024-06-27 20:07:41.889,0,66,75,332,1306,509,1137,522,4167,470,514
2024-06-27 20:07:42.886,0,80,57,1290,1738,426,1632,775,2563,1152,297
2024-06-27 20:07:43.888,0,66,57,113118,22241,8728,6385,2327,2617,1381,1524
2024-06-27 20:07:44.881,0,50,63,25423,9153,4961,2956,3786,3558,1648,1006
2024-06-27 20:07:45.871,0,48,63,1483,1012,1032,347,589,2837,727,495
2024-06-27 20:07:46.868,0,50,60,1730,2506,1654,465,903,3857,1457,1957
2024-06-27 20:07:47.860,0,67,50,1225,2099,597,356,1375,2436,325,646
2024-06-27 20:07:48.856,0,81,38,652,1643,755,291,3686,3464,1675,288
2024-06-27 20:07:49.853,0,78,38,4788,1814,1078,385,1356,2397,684,1135
2024-06-27 20:07:50.847,0,78,40,1678,2478,1625,587,967,3662,2600,545
