Timestamp,Participant,Headset,Signal Strength,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,High Gamma,Very High Time,Very High Duration
2024-07-24 20:20:41.589091,1A,0,56,27,1289318,475242,21451,16193,35814,60512,19732,8372
2024-07-24 20:20:42.582658,1A,0,51,48,1727326,93400,154950,7064,38852,36944,58268,7781
2024-07-24 20:20:43.577849,1A,0,48,40,611673,214473,19755,56579,36192,60007,18447,16056
2024-07-24 20:20:44.574057,1A,0,57,29,173006,91337,4878,10128,10860,13629,8109,1762
2024-07-24 20:20:45.568937,1A,0,56,54,204021,60335,22287,10171,6256,8778,4785,1998
2024-07-24 20:20:46.564146,1A,0,54,48,2021933,172130,82416,85061,70894,43397,31407,10565
2024-07-24 20:20:47.561576,1A,0,51,66,641094,40274,43764,16194,10614,10498,9799,1827
2024-07-24 20:20:48.555689,1A,0,50,84,1240418,59467,14365,26331,8458,10443,7462,1876
2024-07-24 20:20:49.550184,1A,0,50,88,461375,365627,202047,71891,110034,68525,18601,2946
2024-07-24 20:20:50.545796,1A,0,41,67,785422,1369472,147586,56233,72619,49366,13345,11026
2024-07-24 20:20:51.543113,1A,0,43,63,1185022,125738,44373,75470,30017,32870,14666,11513
2024-07-24 20:20:52.536691,1A,0,48,66,344542,12453,6759,7313,2592,5385,2746,382
2024-07-24 20:20:53.532339,1A,0,44,56,270199,121009,18020,17988,19282,12954,5249,2545
2024-07-24 20:20:54.540251,1A,0,54,51,108005,41877,3116,1958,5139,5270,2957,836
2024-07-24 20:20:55.523064,1A,0,60,35,643252,34098,2595,10257,18253,10947,6739,2467
2024-07-24 20:20:56.518554,1A,0,56,23,1032597,580954,161493,37176,55465,86007,24415,13133
2024-07-24 20:20:57.513657,1A,0,56,24,1080832,631159,126242,75848,58135,60302,23727,7839
2024-07-24 20:20:58.509528,1A,0,56,37,651184,158680,26222,21011,19734,23864,14391,1504
2024-07-24 20:20:59.504908,1A,0,51,51,1468756,348297,147740,125602,39605,76666,56801,11829
2024-07-24 20:21:00.500927,1A,0,50,43,275314,25352,2998,1946,3318,3141,2328,392
2024-07-24 20:21:03.020155,1A,0,53,29,550528,148339,10564,6119,16883,19612,13330,2862
2024-07-24 20:21:03.030378,1A,0,48,43,203721,94414,29802,51913,15067,8406,3484,2710
2024-07-24 20:21:03.489866,1A,0,40,29,337672,189896,36390,10336,14981,10327,4072,2430
2024-07-24 20:21:04.481713,1A,0,41,30,194155,94673,11602,11110,24262,14603,8136,2309
2024-07-24 20:21:05.478008,1A,0,47,53,661353,28792,9844,17569,13369,12909,11417,2515
2024-07-24 20:21:06.476950,1A,0,54,40,236154,70286,10810,13570,7542,14870,4959,12324
2024-07-24 20:21:07.467853,1A,0,57,57,53350,31132,26958,10711,9313,5198,4905,88881
2024-07-24 20:21:08.478400,1A,0,64,56,26987,12469,3041,180,6275,4703,3339,85875
2024-07-24 20:21:09.459245,1A,0,63,61,128356,7844,5631,1732,147,2415,276,24497
2024-07-24 20:21:10.454396,1A,0,51,66,109822,24004,7251,3762,5105,1498,273,5651
2024-07-24 20:21:11.449838,1A,0,50,53,1356122,82164,10994,19026,4682,5850,2714,106010
2024-07-24 20:21:12.444947,1A,0,37,61,103824,13268,2812,1565,1342,847,1065,21548
2024-07-24 20:21:13.440663,1A,0,40,61,10339,8126,7531,983,965,4423,1926,107823
2024-07-24 20:21:14.436837,1A,0,35,51,39805,14780,2493,387,269,397,156,5754
2024-07-24 20:21:15.440947,1A,0,35,51,101833,60901,17247,6220,4636,4052,1988,93707
2024-07-24 20:21:16.426555,1A,0,35,51,118612,10499,3133,120,745,830,606,24504
2024-07-24 20:21:17.447232,1A,0,26,51,254536,25435,16091,4615,2527,3617,1669,26246
2024-07-24 20:21:18.417817,1A,0,24,41,1974777,234278,2633,16196,5862,3848,3513,91759
2024-07-24 20:21:19.417316,1A,0,38,50,37906,7406,3337,6045,3370,5279,4882,92726
2024-07-24 20:21:20.411353,1A,0,40,48,1923591,152052,20373,20350,6355,12634,2911,82888
2024-07-24 20:21:21.404292,1A,0,30,27,2218597,339981,30411,28300,11563,10705,12110,90388
2024-07-24 20:21:22.398532,1A,0,41,43,92670,327647,59281,38315,12814,25129,11248,72947
2024-07-24 20:21:23.396091,1A,0,23,27,373461,42235,900,6985,2070,1132,551,21002
2024-07-24 20:21:24.390234,1A,0,26,13,8249,23203,1135,1881,7970,2611,1992,91329
2024-07-24 20:21:25.385051,1A,0,37,13,457359,29637,5376,1774,8340,4121,1426,91226
2024-07-24 20:21:26.381226,1A,0,26,23,2008805,409979,191257,22995,30410,8972,9043,64431
2024-07-24 20:21:27.375798,1A,0,27,40,215122,92889,54523,7185,7582,4375,8411,93470
2024-07-24 20:21:28.373363,1A,0,20,66,1204348,107282,68704,12604,10821,5665,1330,20373
2024-07-24 20:21:29.367148,1A,0,11,87,993587,32922,21675,5591,6105,2793,1743,77334
2024-07-24 20:21:30.363777,1A,0,20,75,105656,18303,3457,1404,2087,938,658,25272
2024-07-24 20:21:31.358086,1A,0,30,63,11342,13244,3044,2002,3865,2558,3017,81122
2024-07-24 20:21:32.353840,1A,0,50,56,18079,5671,3391,1544,3003,4311,2011,89077
2024-07-24 20:21:33.348108,1A,0,48,29,670559,535178,22564,28000,13645,19834,5393,83207
2024-07-24 20:21:34.344900,1A,0,54,17,61456,24314,2017,639,571,2896,811,19752
2024-07-24 20:21:35.339822,1A,0,47,23,1275896,29493,6832,6195,4547,1830,1515,18095
2024-07-24 20:21:36.337600,1A,0,23,4,650434,48588,2053,3916,4202,980,954,4450
2024-07-24 20:21:37.349943,1A,0,20,17,624196,145851,21613,14659,12780,3529,870,18113
2024-07-24 20:21:38.325275,1A,0,10,30,3340248,583268,140564,52940,55103,21370,6221,82544
2024-07-24 20:21:39.321333,1A,0,11,40,1419832,53145,38251,3378,9264,5248,2910,13777
2024-07-24 20:21:40.316367,1A,0,23,53,36630,20091,2578,4713,2605,2503,4084,86245
2024-07-24 20:21:41.313030,1A,0,43,63,13919,10784,2731,7125,5237,6469,4105,84580
2024-07-24 20:21:42.311169,1A,0,53,75,252197,22016,8914,9668,2829,4632,4228,73395
2024-07-24 20:21:43.308389,1A,0,51,60,155099,84226,11126,5305,4925,4402,5537,64304
2024-07-24 20:21:44.298900,1A,0,61,50,424378,27477,2838,3762,6678,10601,2668,69460
2024-07-24 20:21:45.295191,1A,0,63,37,4350,18771,3078,2382,2739,8876,2183,48622
2024-07-24 20:21:46.292326,1A,0,54,7,150383,162679,7798,3500,4880,6920,1659,10465
2024-07-24 20:21:47.284538,1A,0,54,8,958581,326350,66565,12355,17110,16860,5635,40611
2024-07-24 20:21:48.285245,1A,0,41,17,222968,107163,17749,19156,11344,7300,1717,5096
